GID	NAME	GWEIGHT	UNIQID	1	5	7	6	4	3	2	21	20	9	10	8	11	16	12	19	18	14	17	13	15	22
EWEIGHT			0.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000	1.000000
AID		0.000000																							
GENE4X	retinoic acid receptor responder (tazarotene induced) 3	1.000000		-1.036409	0.073228	-0.444528	-0.795855	-0.235986	0.129380	-0.607902	1.533330	1.392388	-1.003110	-0.103430	-0.049485	-0.692124	0.675252	0.098944	-0.331582	0.387900	0.799604	0.541496	0.238579	-0.089489	1.058872
GENE45X	ladinin 1	1.000000		-0.328046	-1.347041	-0.235617	-0.783038	0.304857	0.459561	0.082674	-0.994279	-0.495802	-0.068453	-0.112113	0.183041	-0.764492	-2.111009	-1.475472	-2.029646	-0.870009	-0.376606	-1.268837	-1.162286	-1.615224	-1.136059
GENE44X	low density lipoprotein receptor-related protein 4	1.000000		-0.309308	-0.371207	-0.165025	-0.313968	-0.275638	-0.390450	-0.339252	-0.717649	-0.831282	-0.467306	-0.233690	-0.072157	-0.245324	-0.492058	-0.888074	-0.245688	-0.587322	-0.848535	-0.699308	-0.553138	-0.851536	-0.828810
GENE32X	butyrophilin, subfamily 3, member A3	1.000000		-1.118579	-0.004209	-1.190435	-0.944608	-0.845068	-0.431774	-0.449788	-0.205256	-1.068353	-1.188621	-1.310869	-0.686782	-0.969381	-0.070220	-0.424842	-0.730267	-0.866376	-0.204767	-0.484240	0.061498	-0.268634	-0.241620
GENE34X	jumonji (mouse) homolog	1.000000		-1.795356	-1.982771	-1.868674	-1.680061	-1.732860	-1.620378	-1.897636	-1.447210	-1.014219	-1.788197	-1.677200	-1.643072	-1.893892	-1.061550	-1.256036	-1.123555	-1.271580	-1.162241	-1.359645	-1.511207	-1.621642	-1.777846
GENE6X	jumonji (mouse) homolog	1.000000		-1.795356	-1.982771	-1.868674	-1.680061	-1.732860	-1.620378	-1.897636	-1.447210	-1.014219	-1.788197	-1.677200	-1.643072	-1.893892	-1.061550	-1.256036	-1.123555	-1.271580	-1.162241	-1.359645	-1.511207	-1.621642	-1.777846
GENE2X	SRY (sex determining region Y)-box 4	1.000000		-3.418094	-2.737327	-3.453998	-3.358039	-3.156057	-3.276305	-3.181359	-1.895445	-2.114791	-2.563537	-3.523986	-3.526113	-2.577259	-2.003837	-2.392781	-2.188939	-2.624469	-2.248737	-2.491472	-1.740890	-2.646021	-3.034488
GENE10X	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	1.000000		-0.990417	-0.827456	-0.985120	-1.079014	-0.961203	-0.741324	-0.751779	-0.511873	-0.546863	-1.170268	-1.086804	-0.589006	-0.996284	-0.250199	-0.536463	-0.435189	-0.543765	-0.365392	-0.686387	-0.613073	-0.837704	-0.628241
GENE1X	H3 histone, family 3A	1.000000		-0.942951	-0.762296	-0.811632	-0.675614	-1.029722	-0.705453	-0.500172	-0.418531	0.043702	-0.835841	-0.804253	-0.953632	-0.793685	-0.160639	-0.321912	-0.285735	-0.191168	-0.427468	-0.148311	-0.140309	-0.418449	-0.660391
GENE12X	small inducible cytokine subfamily A (Cys-Cys), member 15	1.000000		-1.242603	-0.775083	-0.820574	-1.041341	-1.365786	-0.483688	-0.831465	-1.038262	-1.501224	-1.500525	-0.631396	-2.529832	-0.892818	-2.024620	-0.809944	-0.869192	-1.020668	-1.223956	-0.923601	-0.788278	-0.904898	-0.730697
GENE9X	nuclear transcription factor, X-box binding 1	1.000000		-0.535919	-0.738541	-0.444852	-0.515345	-0.577717	-0.355952	-0.414045	-0.788033	-1.234603	-1.197981	-0.179879	-0.339738	-1.292607	-0.906627	-0.347610	-0.518459	-0.550678	-0.343426	-0.364109	-0.449217	-0.341319	-0.671499
GENE11X	P311 protein	1.000000		-2.173491	-2.217721	-1.602682	-0.716937	-1.493239	-0.800160	-1.159366	-0.469489	-1.636047	-3.110614	-1.427849	-0.382105	-2.969565	-0.400889	-0.181459	0.363229	-0.193673	-0.394468	0.284190	0.074086	-0.906648	-0.805791
GENE17X	Human genomic DNA, chromosome 21q, section 57/105.	1.000000		0.300229	0.525334	0.286491	-0.182728	0.057990	0.130607	-0.071232	0.131424	0.676796	0.864644	-0.042415	0.071244	0.111762	0.191857	0.117366	-0.244519	0.256861	0.339591	-0.075966	-0.145527	-0.656933	-0.451100
GENE39X	Human calcium channel alpha12.2 subunit (CACNA1B) gene	1.000000		0.107869	0.722159	0.773429	1.005434	0.419754	0.910401	0.572160	0.306491	0.183459	0.985479	0.512778	0.930711	0.899607	0.466248	0.047809	-0.495869	0.228910	-0.447514	-0.157986	-0.189979	-0.126090	-0.044634
GENE23X	disabled (Drosophila) homolog 2 (mitogen-responsive phosphoprotein)	1.000000		-0.651901	-0.580106	-1.212089	-0.945171	-0.234739	-0.366742	-0.694317	1.162764	0.183656	-0.250919	-1.112450	-1.124072	0.087180	0.148224	0.347398	-0.119454	-0.610531	0.301413	-0.304852	0.233264	-0.327684	0.384351
GENE27X	butyrophilin, subfamily 3, member A2	1.000000		-0.512012	-0.017804	-0.750812	-0.283654	-0.410040	-0.666590	-0.522038	0.305879	0.484352	-0.701993	-0.542628	-0.909283	-0.628283	0.843405	-0.053612	-0.315940	-0.148270	-0.205430	-0.185261	0.057681	-0.334241	-0.258604
GENE25X	guanylate binding protein 1, interferon-inducible, 67kD	1.000000		-1.051241	1.187531	-0.403429	-0.499101	-0.632155	-0.542630	0.066416	0.514665	-0.531151	-2.223740	-0.784763	-1.373181	-0.193237	1.194701	2.317710	0.470137	0.213941	0.035572	0.183210	0.415799	1.281492	1.409081
GENE5X	myosin light chain kinase (MLCK) pseudogene	1.000000		0.627709	-0.160058	0.382892	0.424507	-0.102521	0.228156	0.013750	0.241941	0.848333	0.790415	0.252412	-0.393604	0.731244	0.244175	0.030367	-0.083560	0.321665	0.205903	0.000358	0.399229	-0.155450	0.397418
GENE42X	synovial sarcoma, translocated to X chromosome	1.000000		-0.002398	0.042328	0.113217	0.183143	-0.584818	0.132828	0.251305	0.383442	0.374811	-0.079068	0.089040	-0.500541	0.228976	0.091983	0.135360	0.064091	0.221470	0.435159	0.061196	0.226398	-0.169462	0.019017
GENE3X	interleukin 6 (interferon, beta 2)	1.000000		0.518232	0.357523	-0.114224	0.579418	0.366706	0.170844	2.032305	0.473659	0.433777	0.647780	2.941485	0.334413	1.013843	-0.410671	3.548786	2.931544	0.430559	-0.047991	1.097464	0.050873	3.127195	2.423422
GENE7X	small inducible cytokine A5 (RANTES)	1.000000		-0.114251	0.243783	0.632770	-0.154137	-0.124196	0.015987	-0.099109	0.723674	1.084074	0.170286	-0.002021	-0.168016	0.011047	1.332152	0.608688	0.715867	0.176915	0.214806	0.529157	0.369839	0.631706	0.545255
GENE24X	Homo sapiens cytochrome P450 polypeptide 43 gene	1.000000		0.057151	0.317407	-0.013338	0.183366	-0.183620	0.119309	-0.035893	0.296932	0.343610	-0.200418	0.171798	0.041789	-0.041147	0.631406	0.531341	0.403656	0.565664	0.322553	0.320001	0.285589	0.145111	0.302161
GENE18X	Homo sapiens, beta-2-microglobulin	1.000000		-0.706913	0.930615	0.169622	0.451132	0.079750	0.587744	0.245940	1.748545	0.169793	-0.490736	0.295570	-0.417371	0.300552	0.653488	1.109453	0.974635	0.426997	0.845949	0.987184	1.012191	0.926964	1.366955
GENE20X	beta-2-microglobulin	1.000000		-0.643603	0.923560	0.213007	0.461791	0.007119	0.625837	0.243071	1.737819	0.220524	-0.471385	0.312831	-0.311851	0.429093	0.774967	1.125678	0.985600	0.359212	0.803811	1.054153	0.986295	0.945133	1.298476
GENE13X	hepatitis C-associated microtubular aggregate protein p44	1.000000		-0.344840	1.067839	-0.048860	0.118626	-0.330795	0.733157	0.513217	1.540210	0.305080	-0.142299	0.192450	-1.326555	0.083055	2.878837	0.679151	1.124207	0.691596	1.591415	0.392245	1.328594	0.909773	1.941772
GENE29X	tumor necrosis factor (ligand) superfamily, member 10	1.000000		0.033934	2.321864	0.462776	0.754185	0.228498	0.364641	1.048696	1.040895	-0.750921	-0.195178	0.136391	-1.651996	0.419237	2.768023	1.966901	1.927930	1.235512	0.477050	1.692752	2.419937	2.552046	2.292091
GENE8X	Human Tis11d gene	1.000000		0.757569	0.387496	0.237670	-0.010842	0.530795	0.168105	0.262256	0.353737	1.189998	0.429904	0.216734	0.970535	0.415594	0.705961	0.539313	0.620059	0.462259	0.044841	0.147218	0.333464	0.538846	0.442316
GENE14X	Purinergic receptor (family A group 5)	1.000000		0.114998	1.328175	0.068000	0.307557	0.308098	0.544035	0.956558	1.832453	0.373945	0.694008	0.210679	-0.043499	1.161882	1.760861	1.118753	1.214403	0.793658	1.307184	1.305640	1.820769	1.350958	1.674607
GENE15X	NK cell triggering receptor, p30	1.000000		-0.007244	0.476207	0.392492	0.380640	1.070906	0.898466	0.999304	1.814980	1.808370	0.688113	0.454991	0.133017	0.356100	1.778377	1.337786	0.526572	0.330708	1.137855	1.306135	1.283720	1.209605	1.716306
GENE0X	angiotensin receptor-like 1	1.000000		0.533866	1.385585	1.376031	1.613230	2.829968	1.985168	2.667390	3.370323	2.293108	2.207884	1.039271	2.764544	2.113386	3.611524	4.832817	4.505917	2.805384	3.309607	4.054947	3.590801	3.326541	3.539372
GENE19X	major histocompatibility complex, class II, DP alpha 1	1.000000		1.063026	3.353519	2.461613	2.455437	3.517036	3.331737	3.721063	3.542839	2.991859	1.336175	1.622754	2.033484	2.499871	2.800146	4.352938	3.243293	2.715439	4.246321	3.751407	4.308431	4.724147	5.299425
GENE28X	major histocompatibility complex, class II, DP alpha 1	1.000000		1.063026	3.353519	2.461613	2.455437	3.517036	3.331737	3.721063	3.542839	2.991859	1.336175	1.622754	2.033484	2.499871	2.800146	4.352938	3.243293	2.715439	4.246321	3.751407	4.308431	4.724147	5.299425
GENE26X	major histocompatibility complex, class II, DP beta 1	1.000000		1.704539	2.992208	2.575241	2.848866	3.547326	2.723009	2.942833	4.239105	3.703237	2.561811	2.034947	3.891384	2.788079	3.377376	3.212833	3.682519	3.070070	3.488274	3.685411	3.154211	4.025814	4.081583
GENE22X	major histocompatibility complex, class II, DQ beta 1	1.000000		1.032342	1.558456	1.797066	2.024221	2.805062	2.124234	3.080485	2.634064	3.430323	1.993212	1.560733	2.946918	1.788750	2.878606	3.236159	3.132442	1.338752	2.942238	3.243937	2.974864	3.892886	4.212789
GENE33X	colony stimulating factor 1 receptor	1.000000		1.048991	2.557968	2.546768	2.555242	3.762013	2.493059	3.356315	4.465458	3.214948	2.104204	2.133562	2.177124	1.711474	3.785251	3.619587	2.992201	1.825036	2.985255	3.685210	3.681809	4.066367	4.177089
GENE21X	cathepsin O	1.000000		0.988083	2.102147	1.739887	1.527990	0.928693	1.846901	1.898104	2.271610	1.919591	1.063446	1.395021	0.830347	2.104797	2.026056	2.429925	2.532080	1.596752	2.166179	1.921657	2.447236	2.275133	2.626710
GENE36X	transcription factor 4	1.000000		0.249385	1.410104	1.196924	1.340330	1.098140	1.466618	1.476695	1.583707	1.443921	0.962570	0.700140	0.305465	1.698699	2.213139	1.798042	1.994721	1.424126	1.690789	1.612608	1.930831	1.481065	1.645928
GENE35X	peroxiredoxin 2	1.000000		0.308791	1.733252	0.772620	0.837467	1.332637	0.960584	0.995894	1.737709	1.745996	0.635940	0.142824	1.570612	0.607103	2.112166	1.565597	1.322980	1.082690	1.374738	1.517109	1.388699	1.715502	1.476403
GENE30X	granzyme A 	1.000000		-0.285812	0.865822	0.449443	0.258621	0.115801	-0.154557	0.195639	0.653476	0.915272	0.136361	-0.085314	0.479580	0.613676	1.158709	0.595646	0.911720	0.473264	0.319929	0.629705	1.237820	0.829695	1.693301
GENE16X	purinergic receptor P2Y, G-protein coupled, 1	1.000000		0.944357	0.813517	0.788735	0.931564	0.797476	0.345257	0.649880	0.845783	0.876568	1.577034	0.339276	0.964085	1.405087	-0.000041	0.989054	1.491721	0.855383	0.588249	0.660929	0.723470	0.879809	1.323679
GENE31X	Human leukocyte antigen-C, heavy chain component of an MHC class I molecule	1.000000		1.059222	1.354184	1.434755	1.020974	0.478801	0.587013	0.558384	0.119494	0.967028	0.879839	0.660075	-0.345135	1.420602	0.234395	0.847550	0.462084	0.708693	0.414694	0.737614	0.611004	1.329108	1.189824
GENE37X	mitogen-activated protein kinase 4	1.000000		3.411861	2.664949	2.457816	2.214904	2.245304	2.033768	2.708266	0.488631	0.676807	2.789602	2.766029	2.157417	1.744701	0.714910	1.442117	0.918762	1.794840	1.670771	0.990204	1.193376	1.800144	1.157780
GENE40X	Human gene for natriuretic protein, partial cds.	1.000000		7.728066	7.437199	7.712559	8.427236	6.887339	6.849067	8.641998	5.305032	6.333635	8.238928	7.454764	6.801406	4.782521	1.505990	3.363078	1.240330	1.929917	4.368635	3.841946	6.298028	6.007736	7.045681
GENE41X	natriuretic peptide precursor B	1.000000		8.185487	7.775724	8.737649	7.924066	8.499365	7.090300	8.664011	6.305753	7.915050	9.192041	8.590948	8.588275	5.470975	2.291566	3.714207	1.309221	1.814213	4.981336	4.520249	6.885811	6.377578	7.199204
GENE38X	arsA (bacterial) arsenite transporter, ATP-binding, homolog 1	1.000000		2.568494	1.465848	1.864167	1.456403	1.382191	1.704103	2.700293	0.149310	0.810357	1.945062	1.394091	2.805280	-0.150103	-0.096669	0.421333	0.001246	0.281961	0.365147	0.376047	0.680776	0.606397	0.478225
GENE43X	proteasome (prosome, macropain) 26S subunit, non-ATPase, 8	1.000000		1.841315	1.588923	1.664678	1.111819	1.536050	1.116153	1.338186	0.157472	0.438181	1.040530	1.194905	1.970093	-0.157597	0.258573	0.182088	0.002958	0.739827	0.437270	0.427577	0.365244	1.305464	0.488687
